temperature_celsius,pressure_mb,feels_like_celsius,gust_kph,humidity,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_PM10,air_quality_us-epa-index_2,air_quality_us-epa-index_1,air_quality_us-epa-index_4,air_quality_us-epa-index_6,air_quality_us-epa-index_5,air_quality_us-epa-index_3,air_quality_gb-defra-index_2,air_quality_gb-defra-index_3,air_quality_gb-defra-index_9,air_quality_gb-defra-index_5,air_quality_gb-defra-index_10,air_quality_gb-defra-index_4,air_quality_gb-defra-index_8,air_quality_gb-defra-index_6,air_quality_gb-defra-index_1,air_quality_gb-defra-index_7,date,Fault Tolerance,attack_ratio,attacked_mode
0.06617908959461244,0.06241494071919137,0.2979863139226331,-0.08503790657437194,-0.07186435337820228,0.03340028798989812,-0.06153514914452246,0.10639808351795504,0.49827886237642655,0.16884415992301025,0.14075282870605224,0.0,0.013064959538061405,0.1790591894564495,0.21524143426264092,0.10473594935325921,0.04553658243751901,0.10473594935325921,0.041589957976469666,0.057376455820667055,0.02185683567122293,0.12446907165850594,0.17577518965214747,0.10868257381430856,2024-10-25,0.21516574145596765,0.296,ROPA
-0.11626748707963407,0.11589644766454908,0.3166524233713015,-0.024199864786530908,0.10186815866093625,-0.045717479255834984,0.19593899825635197,0.1295719898047714,0.4278663224223288,0.299851534544616,0.16927645090934895,0.0,0.031020480001419118,0.07198521212228721,0.3001738607101942,0.050457931612683304,0.07654765554824415,0.0,0.1548168273549267,0.04673082819331747,0.0,0.11754579316126833,0.17345234445175586,0.08027475896760998,2024-11-26,0.21516574145596765,0.296,ROPA
-0.23027467659950784,-0.01694916169325799,-0.031775233938582156,0.05254638450177639,0.09338121764060812,-0.012872630904694564,0.07399493904320859,0.14082707529920974,0.29144056225599885,0.16926612282477774,0.2264541583032217,0.03669385876111232,0.0392933149192234,0.236851982935666,0.279113341405624,0.15426202684916912,0.01770590155304657,0.0762299552513848,0.2283924948670642,0.03331231587260343,0.04111552303238186,0.0,0.16986844116872596,0.0,2024-12-28,0.21516574145596765,0.296,ROPA
0.06371033771263983,0.10082242002978978,-0.07656511882262546,0.05375011135701159,-0.016531005774513673,0.01781589503110537,0.05212230071225711,-0.008148720323257062,0.3599678550362894,0.16629608085713402,0.14868955593175626,0.09083954546265786,0.0,0.23420696271216251,0.0843623107046161,0.13528182500244654,0.0,0.11178051071114017,0.22928708216767194,0.11961428214157563,0.05302722498287429,0.0,0.2488715107437606,0.01777525354591475,2025-01-29,0.21516574145596765,0.296,ROPA
0.06756096713626582,0.06730434222721876,0.39830310036866157,-0.11468833822874924,0.03949584231960001,0.10506864470799238,-0.08697206492447608,0.09227752507807134,0.45260684405888624,0.39541880858044226,0.0392933149192234,0.013298753338112536,0.041892771077334495,0.05748950802600101,0.3682438597802502,0.09077938094346291,0.005690274100181461,0.08338032817448192,0.12037559201938688,0.0,0.005690274100181461,0.08707985455897241,0.2387604363230828,0.0,2024-09-23,0.21516574145596765,0.315,ROPA
0.06617908959461244,0.06241494071919137,0.5154632311807402,-0.08503790657437194,-0.07186435337820228,0.03340028798989812,-0.06153514914452246,0.10639808351795504,0.49827886237642655,0.16884415992301025,0.14075282870605224,0.0,0.013064959538061405,0.1790591894564495,0.21524143426264092,0.10473594935325921,0.04553658243751901,0.10473594935325921,0.041589957976469666,0.057376455820667055,0.02185683567122293,0.12446907165850594,0.17577518965214747,0.10868257381430856,2024-10-25,0.21516574145596765,0.315,ROPA
-0.11626748707963407,0.11589644766454908,0.3891168998354224,-0.024199864786530908,0.10186815866093625,-0.045717479255834984,0.19593899825635197,0.1295719898047714,0.4278663224223288,0.299851534544616,0.16927645090934895,0.0,0.031020480001419118,0.07198521212228721,0.3001738607101942,0.050457931612683304,0.07654765554824415,0.0,0.1548168273549267,0.04673082819331747,0.0,0.11754579316126833,0.17345234445175586,0.08027475896760998,2024-11-26,0.21516574145596765,0.315,ROPA
-0.23027467659950784,-0.01694916169325799,-0.221955928752775,0.05254638450177639,0.09338121764060812,-0.012872630904694564,0.07399493904320859,0.14082707529920974,0.29144056225599885,0.16926612282477774,0.2264541583032217,0.03669385876111232,0.0392933149192234,0.236851982935666,0.279113341405624,0.15426202684916912,0.01770590155304657,0.0762299552513848,0.2283924948670642,0.03331231587260343,0.04111552303238186,0.0,0.16986844116872596,0.0,2024-12-28,0.21516574145596765,0.315,ROPA
0.06371033771263983,0.10082242002978978,0.0463976476279122,0.05375011135701159,-0.016531005774513673,0.01781589503110537,0.05212230071225711,-0.008148720323257062,0.3599678550362894,0.16629608085713402,0.14868955593175626,0.09083954546265786,0.0,0.23420696271216251,0.0843623107046161,0.13528182500244654,0.0,0.11178051071114017,0.22928708216767194,0.11961428214157563,0.05302722498287429,0.0,0.2488715107437606,0.01777525354591475,2025-01-29,0.21516574145596765,0.315,ROPA
0.06756096713626582,0.06730434222721876,0.5173447734185375,-0.11468833822874924,0.03949584231960001,0.10506864470799238,-0.08697206492447608,0.09227752507807134,0.45260684405888624,0.39541880858044226,0.0392933149192234,0.013298753338112536,0.041892771077334495,0.05748950802600101,0.3682438597802502,0.09077938094346291,0.005690274100181461,0.08338032817448192,0.12037559201938688,0.0,0.005690274100181461,0.08707985455897241,0.2387604363230828,0.0,2024-09-23,0.21516574145596765,0.352,ROPA
0.06617908959461244,0.06241494071919137,0.45241339298220895,-0.08503790657437194,-0.07186435337820228,0.03340028798989812,-0.06153514914452246,0.10639808351795504,0.49827886237642655,0.16884415992301025,0.14075282870605224,0.0,0.013064959538061405,0.1790591894564495,0.21524143426264092,0.10473594935325921,0.04553658243751901,0.10473594935325921,0.041589957976469666,0.057376455820667055,0.02185683567122293,0.12446907165850594,0.17577518965214747,0.10868257381430856,2024-10-25,0.21516574145596765,0.352,ROPA
-0.11626748707963407,0.11589644766454908,0.44700973020144835,-0.024199864786530908,0.10186815866093625,-0.045717479255834984,0.19593899825635197,0.1295719898047714,0.4278663224223288,0.299851534544616,0.16927645090934895,0.0,0.031020480001419118,0.07198521212228721,0.3001738607101942,0.050457931612683304,0.07654765554824415,0.0,0.1548168273549267,0.04673082819331747,0.0,0.11754579316126833,0.17345234445175586,0.08027475896760998,2024-11-26,0.21516574145596765,0.352,ROPA
-0.23027467659950784,-0.01694916169325799,-0.14598179931233954,0.05254638450177639,0.09338121764060812,-0.012872630904694564,0.07399493904320859,0.14082707529920974,0.29144056225599885,0.16926612282477774,0.2264541583032217,0.03669385876111232,0.0392933149192234,0.236851982935666,0.279113341405624,0.15426202684916912,0.01770590155304657,0.0762299552513848,0.2283924948670642,0.03331231587260343,0.04111552303238186,0.0,0.16986844116872596,0.0,2024-12-28,0.21516574145596765,0.352,ROPA
0.06371033771263983,0.10082242002978978,-0.015963648758900426,0.05375011135701159,-0.016531005774513673,0.01781589503110537,0.05212230071225711,-0.008148720323257062,0.3599678550362894,0.16629608085713402,0.14868955593175626,0.09083954546265786,0.0,0.23420696271216251,0.0843623107046161,0.13528182500244654,0.0,0.11178051071114017,0.22928708216767194,0.11961428214157563,0.05302722498287429,0.0,0.2488715107437606,0.01777525354591475,2025-01-29,0.21516574145596765,0.352,ROPA
0.06756096713626582,0.06730434222721876,0.7857107525504807,-0.11468833822874924,0.03949584231960001,0.10506864470799238,-0.08697206492447608,0.09227752507807134,0.45260684405888624,0.39541880858044226,0.0392933149192234,0.013298753338112536,0.041892771077334495,0.05748950802600101,0.3682438597802502,0.09077938094346291,0.005690274100181461,0.08338032817448192,0.12037559201938688,0.0,0.005690274100181461,0.08707985455897241,0.2387604363230828,0.0,2024-09-23,0.21516574145596765,0.389,ROPA
0.06617908959461244,0.06241494071919137,0.589713334250757,-0.08503790657437194,-0.07186435337820228,0.03340028798989812,-0.06153514914452246,0.10639808351795504,0.49827886237642655,0.16884415992301025,0.14075282870605224,0.0,0.013064959538061405,0.1790591894564495,0.21524143426264092,0.10473594935325921,0.04553658243751901,0.10473594935325921,0.041589957976469666,0.057376455820667055,0.02185683567122293,0.12446907165850594,0.17577518965214747,0.10868257381430856,2024-10-25,0.21516574145596765,0.389,ROPA
-0.11626748707963407,0.11589644766454908,0.4992122489460226,-0.024199864786530908,0.10186815866093625,-0.045717479255834984,0.19593899825635197,0.1295719898047714,0.4278663224223288,0.299851534544616,0.16927645090934895,0.0,0.031020480001419118,0.07198521212228721,0.3001738607101942,0.050457931612683304,0.07654765554824415,0.0,0.1548168273549267,0.04673082819331747,0.0,0.11754579316126833,0.17345234445175586,0.08027475896760998,2024-11-26,0.21516574145596765,0.389,ROPA
-0.23027467659950784,-0.01694916169325799,-0.07296642919530111,0.05254638450177639,0.09338121764060812,-0.012872630904694564,0.07399493904320859,0.14082707529920974,0.29144056225599885,0.16926612282477774,0.2264541583032217,0.03669385876111232,0.0392933149192234,0.236851982935666,0.279113341405624,0.15426202684916912,0.01770590155304657,0.0762299552513848,0.2283924948670642,0.03331231587260343,0.04111552303238186,0.0,0.16986844116872596,0.0,2024-12-28,0.21516574145596765,0.389,ROPA
0.06371033771263983,0.10082242002978978,-0.12145900185401848,0.05375011135701159,-0.016531005774513673,0.01781589503110537,0.05212230071225711,-0.008148720323257062,0.3599678550362894,0.16629608085713402,0.14868955593175626,0.09083954546265786,0.0,0.23420696271216251,0.0843623107046161,0.13528182500244654,0.0,0.11178051071114017,0.22928708216767194,0.11961428214157563,0.05302722498287429,0.0,0.2488715107437606,0.01777525354591475,2025-01-29,0.21516574145596765,0.389,ROPA
0.06756096713626582,0.06730434222721876,0.6894768285453745,-0.11468833822874924,0.03949584231960001,0.10506864470799238,-0.08697206492447608,0.09227752507807134,0.45260684405888624,0.39541880858044226,0.0392933149192234,0.013298753338112536,0.041892771077334495,0.05748950802600101,0.3682438597802502,0.09077938094346291,0.005690274100181461,0.08338032817448192,0.12037559201938688,0.0,0.005690274100181461,0.08707985455897241,0.2387604363230828,0.0,2024-09-23,0.21516574145596765,0.407,ROPA
0.06617908959461244,0.06241494071919137,0.4098351592412187,-0.08503790657437194,-0.07186435337820228,0.03340028798989812,-0.06153514914452246,0.10639808351795504,0.49827886237642655,0.16884415992301025,0.14075282870605224,0.0,0.013064959538061405,0.1790591894564495,0.21524143426264092,0.10473594935325921,0.04553658243751901,0.10473594935325921,0.041589957976469666,0.057376455820667055,0.02185683567122293,0.12446907165850594,0.17577518965214747,0.10868257381430856,2024-10-25,0.21516574145596765,0.407,ROPA
-0.11626748707963407,0.11589644766454908,0.5250013048183543,-0.024199864786530908,0.10186815866093625,-0.045717479255834984,0.19593899825635197,0.1295719898047714,0.4278663224223288,0.299851534544616,0.16927645090934895,0.0,0.031020480001419118,0.07198521212228721,0.3001738607101942,0.050457931612683304,0.07654765554824415,0.0,0.1548168273549267,0.04673082819331747,0.0,0.11754579316126833,0.17345234445175586,0.08027475896760998,2024-11-26,0.21516574145596765,0.407,ROPA
-0.23027467659950784,-0.01694916169325799,-0.25875855783044566,0.05254638450177639,0.09338121764060812,-0.012872630904694564,0.07399493904320859,0.14082707529920974,0.29144056225599885,0.16926612282477774,0.2264541583032217,0.03669385876111232,0.0392933149192234,0.236851982935666,0.279113341405624,0.15426202684916912,0.01770590155304657,0.0762299552513848,0.2283924948670642,0.03331231587260343,0.04111552303238186,0.0,0.16986844116872596,0.0,2024-12-28,0.21516574145596765,0.407,ROPA
0.06371033771263983,0.10082242002978978,-0.09236434236883033,0.05375011135701159,-0.016531005774513673,0.01781589503110537,0.05212230071225711,-0.008148720323257062,0.3599678550362894,0.16629608085713402,0.14868955593175626,0.09083954546265786,0.0,0.23420696271216251,0.0843623107046161,0.13528182500244654,0.0,0.11178051071114017,0.22928708216767194,0.11961428214157563,0.05302722498287429,0.0,0.2488715107437606,0.01777525354591475,2025-01-29,0.21516574145596765,0.407,ROPA
0.06756096713626582,0.06730434222721876,0.5160001577084324,-0.11468833822874924,0.03949584231960001,0.10506864470799238,-0.08697206492447608,0.09227752507807134,0.45260684405888624,0.39541880858044226,0.0392933149192234,0.013298753338112536,0.041892771077334495,0.05748950802600101,0.3682438597802502,0.09077938094346291,0.005690274100181461,0.08338032817448192,0.12037559201938688,0.0,0.005690274100181461,0.08707985455897241,0.2387604363230828,0.0,2024-09-23,0.21516574145596765,0.444,ROPA
0.06617908959461244,0.06241494071919137,0.5693107125917058,-0.08503790657437194,-0.07186435337820228,0.03340028798989812,-0.06153514914452246,0.10639808351795504,0.49827886237642655,0.16884415992301025,0.14075282870605224,0.0,0.013064959538061405,0.1790591894564495,0.21524143426264092,0.10473594935325921,0.04553658243751901,0.10473594935325921,0.041589957976469666,0.057376455820667055,0.02185683567122293,0.12446907165850594,0.17577518965214747,0.10868257381430856,2024-10-25,0.21516574145596765,0.444,ROPA
-0.11626748707963407,0.11589644766454908,0.7243267263364148,-0.024199864786530908,0.10186815866093625,-0.045717479255834984,0.19593899825635197,0.1295719898047714,0.4278663224223288,0.299851534544616,0.16927645090934895,0.0,0.031020480001419118,0.07198521212228721,0.3001738607101942,0.050457931612683304,0.07654765554824415,0.0,0.1548168273549267,0.04673082819331747,0.0,0.11754579316126833,0.17345234445175586,0.08027475896760998,2024-11-26,0.21516574145596765,0.444,ROPA
-0.23027467659950784,-0.01694916169325799,-0.19445373108632052,0.05254638450177639,0.09338121764060812,-0.012872630904694564,0.07399493904320859,0.14082707529920974,0.29144056225599885,0.16926612282477774,0.2264541583032217,0.03669385876111232,0.0392933149192234,0.236851982935666,0.279113341405624,0.15426202684916912,0.01770590155304657,0.0762299552513848,0.2283924948670642,0.03331231587260343,0.04111552303238186,0.0,0.16986844116872596,0.0,2024-12-28,0.21516574145596765,0.444,ROPA
0.06371033771263983,0.10082242002978978,-0.04473451382715669,0.05375011135701159,-0.016531005774513673,0.01781589503110537,0.05212230071225711,-0.008148720323257062,0.3599678550362894,0.16629608085713402,0.14868955593175626,0.09083954546265786,0.0,0.23420696271216251,0.0843623107046161,0.13528182500244654,0.0,0.11178051071114017,0.22928708216767194,0.11961428214157563,0.05302722498287429,0.0,0.2488715107437606,0.01777525354591475,2025-01-29,0.21516574145596765,0.444,ROPA
0.06756096713626582,0.06730434222721876,0.724459197301956,-0.11468833822874924,0.03949584231960001,0.10506864470799238,-0.08697206492447608,0.09227752507807134,0.45260684405888624,0.39541880858044226,0.0392933149192234,0.013298753338112536,0.041892771077334495,0.05748950802600101,0.3682438597802502,0.09077938094346291,0.005690274100181461,0.08338032817448192,0.12037559201938688,0.0,0.005690274100181461,0.08707985455897241,0.2387604363230828,0.0,2024-09-23,0.21516574145596765,0.463,ROPA
0.06617908959461244,0.06241494071919137,0.7283942068878284,-0.08503790657437194,-0.07186435337820228,0.03340028798989812,-0.06153514914452246,0.10639808351795504,0.49827886237642655,0.16884415992301025,0.14075282870605224,0.0,0.013064959538061405,0.1790591894564495,0.21524143426264092,0.10473594935325921,0.04553658243751901,0.10473594935325921,0.041589957976469666,0.057376455820667055,0.02185683567122293,0.12446907165850594,0.17577518965214747,0.10868257381430856,2024-10-25,0.21516574145596765,0.463,ROPA
-0.11626748707963407,0.11589644766454908,0.3833959376043634,-0.024199864786530908,0.10186815866093625,-0.045717479255834984,0.19593899825635197,0.1295719898047714,0.4278663224223288,0.299851534544616,0.16927645090934895,0.0,0.031020480001419118,0.07198521212228721,0.3001738607101942,0.050457931612683304,0.07654765554824415,0.0,0.1548168273549267,0.04673082819331747,0.0,0.11754579316126833,0.17345234445175586,0.08027475896760998,2024-11-26,0.21516574145596765,0.463,ROPA
-0.23027467659950784,-0.01694916169325799,-0.3086543978459925,0.05254638450177639,0.09338121764060812,-0.012872630904694564,0.07399493904320859,0.14082707529920974,0.29144056225599885,0.16926612282477774,0.2264541583032217,0.03669385876111232,0.0392933149192234,0.236851982935666,0.279113341405624,0.15426202684916912,0.01770590155304657,0.0762299552513848,0.2283924948670642,0.03331231587260343,0.04111552303238186,0.0,0.16986844116872596,0.0,2024-12-28,0.21516574145596765,0.463,ROPA
0.06371033771263983,0.10082242002978978,-0.04450375096701822,0.05375011135701159,-0.016531005774513673,0.01781589503110537,0.05212230071225711,-0.008148720323257062,0.3599678550362894,0.16629608085713402,0.14868955593175626,0.09083954546265786,0.0,0.23420696271216251,0.0843623107046161,0.13528182500244654,0.0,0.11178051071114017,0.22928708216767194,0.11961428214157563,0.05302722498287429,0.0,0.2488715107437606,0.01777525354591475,2025-01-29,0.21516574145596765,0.463,ROPA
0.06756096713626582,0.06730434222721876,0.6753085649531024,-0.11468833822874924,0.03949584231960001,0.10506864470799238,-0.08697206492447608,0.09227752507807134,0.45260684405888624,0.39541880858044226,0.0392933149192234,0.013298753338112536,0.041892771077334495,0.05748950802600101,0.3682438597802502,0.09077938094346291,0.005690274100181461,0.08338032817448192,0.12037559201938688,0.0,0.005690274100181461,0.08707985455897241,0.2387604363230828,0.0,2024-09-23,0.21516574145596765,0.5,ROPA
0.06617908959461244,0.06241494071919137,0.5863075176832031,-0.08503790657437194,-0.07186435337820228,0.03340028798989812,-0.06153514914452246,0.10639808351795504,0.49827886237642655,0.16884415992301025,0.14075282870605224,0.0,0.013064959538061405,0.1790591894564495,0.21524143426264092,0.10473594935325921,0.04553658243751901,0.10473594935325921,0.041589957976469666,0.057376455820667055,0.02185683567122293,0.12446907165850594,0.17577518965214747,0.10868257381430856,2024-10-25,0.21516574145596765,0.5,ROPA
-0.11626748707963407,0.11589644766454908,0.37482236236526884,-0.024199864786530908,0.10186815866093625,-0.045717479255834984,0.19593899825635197,0.1295719898047714,0.4278663224223288,0.299851534544616,0.16927645090934895,0.0,0.031020480001419118,0.07198521212228721,0.3001738607101942,0.050457931612683304,0.07654765554824415,0.0,0.1548168273549267,0.04673082819331747,0.0,0.11754579316126833,0.17345234445175586,0.08027475896760998,2024-11-26,0.21516574145596765,0.5,ROPA
-0.23027467659950784,-0.01694916169325799,-0.36499031608007776,0.05254638450177639,0.09338121764060812,-0.012872630904694564,0.07399493904320859,0.14082707529920974,0.29144056225599885,0.16926612282477774,0.2264541583032217,0.03669385876111232,0.0392933149192234,0.236851982935666,0.279113341405624,0.15426202684916912,0.01770590155304657,0.0762299552513848,0.2283924948670642,0.03331231587260343,0.04111552303238186,0.0,0.16986844116872596,0.0,2024-12-28,0.21516574145596765,0.5,ROPA
0.06371033771263983,0.10082242002978978,-0.2591196729965767,0.05375011135701159,-0.016531005774513673,0.01781589503110537,0.05212230071225711,-0.008148720323257062,0.3599678550362894,0.16629608085713402,0.14868955593175626,0.09083954546265786,0.0,0.23420696271216251,0.0843623107046161,0.13528182500244654,0.0,0.11178051071114017,0.22928708216767194,0.11961428214157563,0.05302722498287429,0.0,0.2488715107437606,0.01777525354591475,2025-01-29,0.21516574145596765,0.5,ROPA
